timestamp,value,status
2024-01-01 14:15:00,2.71,OK
2024-01-01 14:30:00,2.65,OK
2024-01-01 14:45:00,2.7,OK
2024-01-01 15:00:00,2.7,OK
2024-01-01 15:15:00,2.75,OK
2024-01-01 15:30:00,2.73,OK
2024-01-01 15:45:00,2.67,OK
2024-01-01 16:00:00,2.88,WARN
2024-01-01 16:15:00,2.85,WARN
2024-01-01 16:30:00,2.76,OK
2024-01-01 16:45:00,2.99,OK
2024-01-01 17:00:00,2.88,WARN
2024-01-01 17:15:00,3.0,OK
2024-01-01 17:30:00,3.1,OK
2024-01-01 17:45:00,3.06,OK
2024-01-01 18:00:00,3.19,OK
2024-01-01 18:15:00,2.98,OK
2024-01-01 18:30:00,3.17,OK
2024-01-01 18:45:00,3.08,OK
2024-01-01 19:00:00,3.09,WARN
2024-01-01 19:30:00,3.2,OK
2024-01-01 19:45:00,3.26,OK
2024-01-01 20:00:00,3.17,OK
2024-01-01 20:15:00,3.4,WARN
2024-01-01 20:30:00,3.38,OK
2024-01-01 20:45:00,3.21,OK
2024-01-01 21:00:00,3.54,OK
2024-01-01 21:15:00,3.6,OK
2024-01-01 21:30:00,3.56,WARN
2024-01-01 21:45:00,3.45,OK
2024-01-01 22:00:00,33.38,OK
2024-01-01 22:15:00,3.62,OK
2024-01-01 22:30:00,3.5,OK
2024-01-01 22:45:00,3.69,OK
2024-01-01 23:00:00,-21.38,OK
2024-01-01 23:15:00,3.72,OK
2024-01-01 23:30:00,3.68,OK
2024-01-01 23:45:00,3.74,OK
2024-01-02 00:00:00,3.7,OK
2024-01-02 00:15:00,3.9,OK
2024-01-02 00:30:00,3.76,OK
2024-01-02 00:45:00,3.82,OK
2024-01-02 01:00:00,3.99,OK
2024-01-02 01:15:00,3.7,WARN
2024-01-02 01:30:00,-21.27,OK
2024-01-02 01:45:00,3.98,WARN
2024-01-02 02:00:00,3.79,OK
2024-01-02 02:15:00,4.13,OK
2024-01-02 02:30:00,3.92,OK
2024-01-02 02:45:00,3.91,WARN
2024-01-02 03:00:00,4.2,OK
2024-01-02 03:15:00,4.19,OK
2024-01-02 03:30:00,4.25,OK
2024-01-02 03:45:00,4.18,OK
2024-01-02 04:00:00,4.03,OK
2024-01-02 04:15:00,4.33,OK
2024-01-02 04:30:00,4.14,OK
2024-01-02 04:45:00,,OK
2024-01-02 05:00:00,4.32,OK
2024-01-02 05:15:00,4.23,OK
2024-01-02 05:30:00,4.33,OK
2024-01-02 05:45:00,4.39,OK
2024-01-02 06:00:00,4.36,WARN
2024-01-02 06:15:00,4.24,WARN
2024-01-02 06:30:00,4.41,OK
2024-01-02 06:45:00,4.54,OK
2024-01-02 07:00:00,4.36,OK
2024-01-02 07:15:00,-20.56,OK
2024-01-02 07:30:00,4.44,WARN
2024-01-02 07:45:00,4.69,OK
2024-01-02 08:00:00,4.6,OK
2024-01-02 08:15:00,4.6,OK
2024-01-02 08:30:00,4.51,OK
2024-01-02 08:45:00,4.67,OK
2024-01-02 09:00:00,4.57,OK
2024-01-02 09:15:00,4.67,OK
2024-01-02 09:30:00,4.63,WARN
2024-01-02 09:45:00,4.78,OK
2024-01-02 10:00:00,4.8,OK
2024-01-02 10:15:00,4.75,OK
2024-01-02 10:30:00,4.83,OK
2024-01-02 11:00:00,34.7,OK
2024-01-02 11:15:00,4.92,FAIL
2024-01-02 11:30:00,4.91,OK
2024-01-02 11:45:00,4.99,OK
2024-01-02 12:00:00,5.19,OK
2024-01-02 12:15:00,5.07,OK
2024-01-02 12:30:00,4.91,OK
2024-01-02 12:45:00,5.14,OK
2024-01-02 13:00:00,4.92,OK
2024-01-02 13:15:00,5.03,OK
2024-01-02 13:30:00,5.1,OK
2024-01-02 13:45:00,5.3,OK
2024-01-02 14:00:00,5.08,WARN
2024-01-02 14:15:00,35.1,OK
2024-01-02 14:30:00,5.2,OK
2024-01-02 14:45:00,5.17,OK
2024-01-02 15:00:00,5.38,OK
2024-01-02 15:15:00,5.18,OK
2024-01-02 15:30:00,5.2,OK
2024-01-02 15:45:00,5.3,OK
2024-01-02 16:00:00,5.32,OK
2024-01-02 16:15:00,5.59,OK
2024-01-02 16:30:00,5.51,OK
2024-01-02 16:45:00,5.45,OK
2024-01-02 17:00:00,5.35,OK
2024-01-02 17:15:00,5.58,OK
2024-01-02 17:30:00,5.42,OK
2024-01-02 17:45:00,5.39,OK
2024-01-02 18:00:00,5.69,OK
2024-01-02 18:15:00,35.63,OK
2024-01-02 18:30:00,5.72,OK
2024-01-02 18:45:00,5.68,WARN
2024-01-02 19:00:00,5.76,OK
2024-01-02 19:15:00,5.64,WARN
2024-01-02 19:30:00,5.63,OK
2024-01-02 20:00:00,35.7,OK
2024-01-02 20:15:00,5.74,OK
2024-01-02 20:30:00,5.79,OK
2024-01-02 20:45:00,5.86,OK
2024-01-02 21:00:00,5.85,OK
2024-01-02 21:15:00,35.78,OK
2024-01-02 21:30:00,5.88,OK
2024-01-02 21:45:00,5.74,OK
2024-01-02 22:00:00,6.05,WARN
2024-01-02 22:15:00,5.86,OK
2024-01-02 22:30:00,5.93,OK
2024-01-02 22:45:00,6.08,OK
2024-01-02 23:00:00,6.02,OK
2024-01-02 23:15:00,6.28,OK
2024-01-02 23:30:00,6.02,OK
2024-01-02 23:45:00,6.2,OK
2024-01-03 00:00:00,6.2,OK
